id,title,duration_min,speakers_name,speakers_occupation,event,topics,views,page_url,published_date,recorded_date,subtitle_languages,likes
21,Meet the founder of the blog revolution,16.533333333333335,Mena Trott,"Blogger; cofounder, Six Apart",TED2006,"culture, design, business, entertainment, software, storytelling, communication, community",589115,https://www.ted.com/talks/mena_trott_meet_the_founder_of_the_blog_revolution,2006-08-25,2006-02-23,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Japanese, Hebrew, Korean, Greek",17000
1,Averting the climate crisis,15.95,Al Gore,Climate advocate,TED2006,"climate change, culture, environment, global issues, science, sustainability, technology, transportation, renewable energy",3671801,https://www.ted.com/talks/al_gore_averting_the_climate_crisis,2006-06-27,2006-02-25,"Greek, Gujarati, English, Italian, Swedish, Czech, Arabic, Portuguese, Brazilian, Galician, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Simplified, Swahili, Chinese, Traditional, Turkish, Tagalog, Latvian, Croatian, Lithuanian, Thai, Romanian, Polish, French, Bulgarian, French (Canada), German, Hungarian, Persian, Hindi, Japanese, Hebrew, Serbian, Albanian, Korean, Macedonian, Urdu, Slovak, Ukrainian, Slovenian, Vietnamese",110000
7,Simplicity sells,21.1,David Pogue,Technology columnist,TED2006,"technology, computers, entertainment, media, music, performance, software, UX design",2008487,https://www.ted.com/talks/david_pogue_simplicity_sells,2006-06-27,2006-02-24,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Norwegian Bokmal, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Indonesian",60000
47,Chemical scum that dream of distant quasars,18.766666666666666,David Deutsch,"Physicist, author",TEDGlobal 2005,"climate change, culture, environment, global issues, science, technology, universe, physics",2694257,https://www.ted.com/talks/david_deutsch_chemical_scum_that_dream_of_distant_quasars,2006-09-12,2005-07-14,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Azerbaijani, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Georgian, Serbian, Korean, Slovak",80000
55,My wish: A global day of film,25.4,Jehane Noujaim,Filmmaker,TED2006,"culture, global issues, entertainment, social change, art, storytelling, film, TED Prize",489757,https://www.ted.com/talks/jehane_noujaim_my_wish_a_global_day_of_film,2006-07-25,2006-02-26,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Persian, Japanese, Hebrew, Korean",14000
16,"Why we love, why we cheat",23.233333333333334,Helen Fisher,"Anthropologist, expert on love",TED2006,"culture, science, cognitive science, evolution, gender, love, psychology, relationships",12138500,https://www.ted.com/talks/helen_fisher_why_we_love_why_we_cheat,2006-09-06,2006-02-24,"Greek, English, Chinese, Yue, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Armenian, Japanese, Hebrew, Serbian, Albanian, Korean, Swedish, Slovak, Ukrainian, Slovenian, Thai, Indonesian",364000
64,Happiness in body and soul,20.2,Eve Ensler,"Playwright, activist",TED2004,"culture, global issues, entertainment, performance, gender, storytelling, happiness, theater, women",1405560,https://www.ted.com/talks/eve_ensler_happiness_in_body_and_soul,2006-09-06,2004-02-04,"Greek, English, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Norwegian Bokmal, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Persian, Japanese, Hebrew, Serbian, Korean, Vietnamese, Swedish",42000
71,A life of purpose,20.8,Rick Warren,"Pastor, author",TED2006,"culture, religion, philanthropy, leadership, happiness, Christianity, motivation",4280534,https://www.ted.com/talks/rick_warren_a_life_of_purpose,2006-07-18,2006-02-25,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Chinese, Traditional, Norwegian Bokmal, Turkish, Latvian, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Persian, Armenian, Hungarian, Japanese, Hebrew, Albanian, Korean, Slovak, Ukrainian",128000
3,How to rebuild a broken state,18.416666666666668,Ashraf Ghani,President of Afghanistan,TEDGlobal 2005,"culture, global issues, politics, business, corruption, economics, entrepreneur, military, poverty, policy, international development, investing",1095372,https://www.ted.com/talks/ashraf_ghani_how_to_rebuild_a_broken_state,2006-10-18,2005-07-12,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Russian, German, Hungarian, Persian, Japanese, Hebrew, Korean, Ukrainian, Pashto",32000
66,Do schools kill creativity?,19.183333333333334,Sir Ken Robinson,"Author, educator",TED2006,"culture, education, creativity, dance, parenting, teaching, kids",73389142,https://www.ted.com/talks/sir_ken_robinson_do_schools_kill_creativity,2006-06-27,2006-02-25,"Portuguese, Brazilian, Mauritian Creole, Greek, Esperanto, English, Vietnamese, Catalan, Italian, Swedish, Czech, Arabic, Ingush, Basque, Estonian, Azerbaijani, Indonesian, Spanish, Russian, Galician, Dutch, Portuguese, Chinese, Simplified, Lao, Norwegian Bokmal, Afrikaans, Turkish, Nepali, Latvian, Croatian, Lithuanian, Thai, Romanian, Filipino, Belarusian, French, Bulgarian, Ukrainian, Slovenian, French (Canada), Bengali, German, Uzbek, Danish, Persian, Finnish, Armenian, Hungarian, Japanese, Chinese, Traditional, Hebrew, Georgian, Serbian, Albanian, Mongolian, Korean, Macedonian, Urdu, Slovak, Polish, Marathi, Northern Kurdish (Kurmanji), Kannada, Sinhala, Kurdish (Central)",2200000
86,Letting go of God,16.3,Julia Sweeney,"Actor, comedian",TED2006,"culture, performance, storytelling, religion, Christianity, atheism, comedy, humor",4821638,https://www.ted.com/talks/julia_sweeney_letting_go_of_god,2006-07-10,2006-02-24,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Lithuanian, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Finnish, Japanese, Hebrew, Korean, Ukrainian, Marathi, Urdu",144000
54,My wish: A call for open-source architecture,23.233333333333334,Cameron Sinclair,"Co-founder, Architecture for Humanity",TED2006,"culture, global issues, design, invention, software, architecture, collaboration, activism, philanthropy, natural disaster",1370419,https://www.ted.com/talks/cameron_sinclair_my_wish_a_call_for_open_source_architecture,2006-07-25,2006-02-26,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Lithuanian, Thai, Romanian, Polish, French, Bulgarian, German, Japanese, Hebrew, Serbian, Albanian, Korean, Slovak",41000
92,The best stats you've ever seen,19.6,Hans Rosling,Global health expert; data visionary,TED2006,"global issues, economics, health, Africa, statistics, demo, Asia, visualizations, math, international development",15365640,https://www.ted.com/talks/hans_rosling_the_best_stats_you_ve_ever_seen,2006-06-27,2006-02-22,"Greek, English, Vietnamese, Icelandic, Italian, Swedish, Arabic, Portuguese, Brazilian, Czech, Azerbaijani, Indonesian, Spanish, Russian, Dutch, Portuguese, Swahili, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Thai, Romanian, Polish, Tamil, French, Bulgarian, Ukrainian, Croatian, Bengali, German, Hungarian, Persian, Hindi, Bosnian, Finnish, Danish, Japanese, Hebrew, Telugu, Malayalam, Mongolian, Korean, Kannada, Macedonian, Urdu, Slovak, Northern Kurdish (Kurmanji), Serbian, Estonian",460000
94,Let's teach religion -- all religion -- in schools,24.516666666666666,Dan Dennett,"Philosopher, cognitive scientist",TED2006,"cognitive science, evolution, philosophy, religion, brain, atheism, consciousness",4203112,https://www.ted.com/talks/dan_dennett_let_s_teach_religion_all_religion_in_schools,2006-07-18,2006-02-02,"Greek, English, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Norwegian Bokmal, Turkish, Chinese, Simplified, Lithuanian, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Finnish, Japanese, Hebrew, Georgian, Serbian, Albanian, Korean, Vietnamese, Ukrainian",126000
93,The paradox of choice,19.383333333333333,Barry Schwartz,Psychology professor,TEDGlobal 2005,"culture, business, economics, psychology, happiness, personal growth, potential, decision-making",17020709,https://www.ted.com/talks/barry_schwartz_the_paradox_of_choice,2006-09-26,2005-07-15,"Greek, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Czech, Estonian, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Simplified, Chinese, Traditional, Turkish, Latvian, Croatian, Lithuanian, English, Thai, Romanian, Polish, French, Bulgarian, Ukrainian, Slovenian, French (Canada), German, Danish, Persian, Finnish, Hungarian, Japanese, Hebrew, Georgian, Serbian, Albanian, Korean, Swedish, Macedonian, Slovak, Serbo-Croatian, Northern Kurdish (Kurmanji), Marathi",510000
49,Behind the design of Seattle's library,19.733333333333334,Joshua Prince-Ramus,Architect,TED2006,"culture, design, architecture, collaboration, library",1259211,https://www.ted.com/talks/joshua_prince_ramus_behind_the_design_of_seattle_s_library,2006-07-10,2006-02-23,"English, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Hebrew, Korean, Ukrainian, Japanese",37000
45,An 11-year-old's magical violin,24.45,Sirena Huang,Violinist,TED2006,"entertainment, music, performance, youth",3375245,https://www.ted.com/talks/sirena_huang_an_11_year_old_s_magical_violin,2006-08-08,2006-02-23,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Thai, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Hindi, Finnish, Japanese, Hebrew, Serbian, Korean, Latvian, Northern Kurdish (Kurmanji), Burmese, Kurdish (Central)",101000
65,The radical promise of the multi-touch interface,8.566666666666666,Jeff Han,Human-computer interface designer,TED2006,"technology, design, demo, UX design",4846002,https://www.ted.com/talks/jeff_han_the_radical_promise_of_the_multi_touch_interface,2006-08-01,2006-02-06,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Ukrainian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Albanian, Korean",145000
91,Invest in Africa's own solutions,12.633333333333333,Jacqueline Novogratz,Founder and CEO of Acumen,TEDGlobal 2005,"culture, business, entrepreneur, philanthropy, poverty, finance, international development, investing",1131962,https://www.ted.com/talks/jacqueline_novogratz_invest_in_africa_s_own_solutions,2006-10-10,2005-07-01,"Greek, English, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Danish, Persian, Hindi, Japanese, Hebrew, Serbian, Albanian, Korean, Slovak, Vietnamese",33000
46,"Improvising on piano, aged 14",23.85,Jennifer Lin,"Pianist, composer",TED2004,"entertainment, music, performance, creativity",1872397,https://www.ted.com/talks/jennifer_lin_improvising_on_piano_aged_14,2006-08-08,2004-02-26,"Greek, English, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Thai, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Hindi, Japanese, Hebrew, Serbian, Mongolian, Korean, Slovak, Vietnamese, Latvian, Northern Kurdish (Kurmanji), Kurdish (Central), Burmese",56000
37,The birth of Wikipedia,19.8,Jimmy Wales,Founder of Wikipedia,TEDGlobal 2005,"culture, technology, invention, business, media, software, collaboration",1460589,https://www.ted.com/talks/jimmy_wales_the_birth_of_wikipedia,2006-08-21,2005-07-14,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Lithuanian, Romanian, Polish, French, Bulgarian, Ukrainian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Swedish, Northern Kurdish (Kurmanji), Burmese, Latvian, Indonesian, Urdu",43000
25,The birth of the open-source learning revolution,18.333333333333332,Richard Baraniuk,Education visionary,TED2006,"culture, global issues, technology, business, software, collaboration, library",1157232,https://www.ted.com/talks/richard_baraniuk_the_birth_of_the_open_source_learning_revolution,2006-08-21,2006-02-23,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Hungarian, Armenian, Japanese, Hebrew, Korean, Ukrainian, Croatian",34000
39,A roadmap to end aging,22.566666666666666,Aubrey de Grey,Crusader against aging,TEDGlobal 2005,"science, technology, engineering, biotech, disease, health care, future, aging",4637134,https://www.ted.com/talks/aubrey_de_grey_a_roadmap_to_end_aging,2006-10-02,2005-07-14,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Hindi, Japanese, Hebrew, Georgian, Albanian, Korean, Malay, Burmese, Persian",139000
27,"Organic design, inspired by nature",19.266666666666666,Ross Lovegrove,Industrial designer,TED2005,"design, industrial design, invention, DNA, nature, creativity, biology, product design",1329124,https://www.ted.com/talks/ross_lovegrove_organic_design_inspired_by_nature,2006-08-15,2005-02-25,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Hungarian, Japanese, Hebrew, Korean, Ukrainian, Croatian, Persian",39000
58,My wish: Help me stop pandemics,25.6,Larry Brilliant,"Epidemiologist, philanthropist",TED2006,"global issues, science, technology, collaboration, disease, health, TED Prize, ebola",1420395,https://www.ted.com/talks/larry_brilliant_my_wish_help_me_stop_pandemics,2006-07-25,2006-02-23,"English, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, French (Canada), German, Japanese, Hebrew, Korean, Croatian, Northern Kurdish (Kurmanji), Hungarian, Vietnamese, Persian, Greek",42000
29,The freakonomics of crack dealing,21.016666666666666,Steven Levitt,Economist,TED2004,"culture, business, economics, cities, race, drugs",4251881,https://www.ted.com/talks/steven_levitt_the_freakonomics_of_crack_dealing,2006-09-19,2004-02-27,"Greek, English, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean",127000
79,How mobile phones can fight poverty,15.633333333333333,Iqbal Quadir,"Founder, GrameenPhone",TEDGlobal 2005,"culture, global issues, technology, invention, business, transportation, communication, poverty, finance, renewable energy, international development, investing",630036,https://www.ted.com/talks/iqbal_quadir_how_mobile_phones_can_fight_poverty,2006-10-10,2005-07-13,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Hungarian, Japanese, Hebrew, Korean, Turkish",18000
97,The surprising science of happiness,20.85,Dan Gilbert,Psychologist; happiness expert,TED2004,"culture, science, evolution, psychology, happiness, brain, decision-making",20106571,https://www.ted.com/talks/dan_gilbert_the_surprising_science_of_happiness,2006-09-26,2004-02-02,"Greek, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Bulgarian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Lithuanian, English, Thai, Romanian, Icelandic, Polish, French, Armenian, Ukrainian, Croatian, German, Hungarian, Persian, Finnish, Danish, Japanese, Hebrew, Serbian, Albanian, Korean, Swedish, Macedonian, Slovak, Northern Kurdish (Kurmanji), Slovenian, Mongolian, Estonian, Galician",603000
53,Greening the ghetto,18.266666666666666,Majora Carter,Urban revitalizer,TED2006,"environment, politics, sustainability, business, cities, activism, pollution, equality",2988934,https://www.ted.com/talks/majora_carter_greening_the_ghetto,2006-06-27,2006-02-26,"English, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Czech, Spanish, Russian, Dutch, Portuguese, Swahili, Chinese, Traditional, Turkish, Chinese, Simplified, Thai, Romanian, Polish, Tamil, French, Bulgarian, Croatian, Bengali, German, Hungarian, Persian, Hindi, Finnish, Japanese, Hebrew, Telugu, Korean, Kannada, Urdu, Slovak",89000
2,Simple designs to save a life,14.766666666666667,Amy Smith,"inventor, engineer",TED2006,"global issues, design, engineering, industrial design, invention, renewable energy",1823617,https://www.ted.com/talks/amy_smith_simple_designs_to_save_a_life,2006-08-15,2006-02-24,"Greek, English, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, French (Canada), German, Persian, Japanese, Hebrew, Korean, Ukrainian, Croatian",54000
98,Why the universe seems so strange,21.7,Richard Dawkins,Evolutionary biologist,TEDGlobal 2005,"science, cognitive science, evolution, psychology, biology, astronomy, universe, physics",4203816,https://www.ted.com/talks/richard_dawkins_why_the_universe_seems_so_strange,2006-09-12,2005-07-07,"Greek, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Czech, Azerbaijani, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Norwegian Bokmal, Turkish, Chinese, Simplified, Lithuanian, English, Romanian, Polish, French, Bulgarian, German, Danish, Persian, Finnish, Hungarian, Japanese, Hebrew, Georgian, Serbian, Korean, Swedish, Slovak, Marathi, Latvian, Croatian",126000
75,Why we should invest in a free press,17.766666666666666,Sasa Vucinic,Nonprofit venture capitalist,TEDGlobal 2005,"culture, global issues, business, media, philanthropy, investing",688662,https://www.ted.com/talks/sasa_vucinic_why_we_should_invest_in_a_free_press,2006-10-18,2005-07-14,"English, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Japanese, Hebrew, Serbian, Korean, Vietnamese",20000
41,One Laptop per Child,17.383333333333333,Nicholas Negroponte,Tech visionary,TED2006,"global issues, technology, design, entrepreneur, education, social change, philanthropy, kids",495933,https://www.ted.com/talks/nicholas_negroponte_one_laptop_per_child,2006-08-01,2006-02-23,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Indonesian, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Lithuanian, Romanian, Polish, French, Bulgarian, German, Japanese, Hebrew, Serbian, Korean, Northern Kurdish (Kurmanji), Burmese, Portuguese",14000
87,Nerdcore comedy,18.716666666666665,Ze Frank,Web humorist,TED2004,"culture, entertainment, performance, software, collaboration, community, dance, demo, comedy, humor",7367189,https://www.ted.com/talks/ze_frank_nerdcore_comedy,2006-08-25,2004-02-24,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Lithuanian, Romanian, Polish, French, Bulgarian, Croatian, German, Danish, Hebrew, Serbian, Korean, Slovenian, Japanese, Ukrainian, Persian",221000
20,"Choice, happiness and spaghetti sauce",17.266666666666666,Malcolm Gladwell,Writer,TED2004,"culture, business, economics, media, food, consumerism, marketing, storytelling, decision-making",9293810,https://www.ted.com/talks/malcolm_gladwell_choice_happiness_and_spaghetti_sauce,2006-09-19,2004-02-26,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Simplified, Chinese, Traditional, Turkish, Croatian, Lithuanian, Thai, Romanian, Polish, French, Bulgarian, Ukrainian, French (Canada), German, Hungarian, Persian, Finnish, Japanese, Hebrew, Serbian, Korean, Swedish, Macedonian, Slovak, Northern Kurdish (Kurmanji), Slovenian",278000
12,Meet the future of cancer research,18.583333333333332,Eva Vertes,Neuroscience and cancer researcher,TED2005,"science, technology, disease, health, cancer",1178410,https://www.ted.com/talks/eva_vertes_meet_the_future_of_cancer_research,2006-10-02,2005-02-26,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Romanian, Polish, French, Bulgarian, Croatian, German, Hungarian, Persian, Japanese, Hebrew, Korean, Northern Kurdish (Kurmanji)",35000
38,The accelerating power of technology,22.7,Ray Kurzweil,"Inventor, futurist",TED2005,"culture, science, technology, invention, business, biotech, robots, future",2999591,https://www.ted.com/talks/ray_kurzweil_the_accelerating_power_of_technology,2006-11-14,2005-02-24,"Italian, Czech, Arabic, Portuguese, Brazilian, Estonian, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, English, Romanian, Polish, French, Bulgarian, German, Hungarian, Persian, Japanese, Hebrew, Korean, Urdu",89000
4,The real future of space exploration,19.283333333333335,Burt Rutan,Aircraft engineer,TED2006,"design, engineering, industrial design, invention, business, entrepreneur, flight, rocket science, space",2556536,https://www.ted.com/talks/burt_rutan_the_real_future_of_space_exploration,2006-10-25,2006-02-24,"Greek, English, Italian, Arabic, Portuguese, Brazilian, Czech, Azerbaijani, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Hungarian, Persian, Hindi, Finnish, Japanese, Hebrew, Korean, Macedonian, Ukrainian, Vietnamese",76000
26,If I controlled the Internet,3.783333333333333,Rives,"Performance poet, multimedia artist",TEDSalon 2006,"culture, entertainment, performance, love, philosophy, poetry",2361129,https://www.ted.com/talks/rives_if_i_controlled_the_internet,2006-12-14,2006-11-30,"Greek, English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Simplified, Chinese, Traditional, Turkish, Croatian, Lithuanian, Romanian, Polish, French, Bulgarian, French (Canada), German, Hungarian, Persian, Armenian, Japanese, Hebrew, Serbian, Albanian, Korean, Ukrainian, Slovenian, Burmese, Danish, Kurdish (Central), Northern Kurdish (Kurmanji)",70000
61,How the ghost map helped end a killer disease,9.833333333333334,Steven Johnson,Writer,TEDSalon 2006,"culture, science, design, cities, urban planning, disease, health, history, maps",987827,https://www.ted.com/talks/steven_johnson_how_the_ghost_map_helped_end_a_killer_disease,2007-01-31,2006-11-30,"Greek, English, Italian, Arabic, Portuguese, Brazilian, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Simplified, Chinese, Traditional, Turkish, Latvian, Croatian, Thai, Romanian, Polish, French, Bulgarian, French (Canada), German, Hungarian, Persian, Japanese, Hebrew, Korean, Slovenian, Vietnamese",29000
70,8 secrets of success,3.2666666666666666,Richard St. John,"Marketer, success analyst",TED2005,"culture, business, entertainment, psychology, happiness, success, work",16200021,https://www.ted.com/talks/richard_st_john_8_secrets_of_success,2006-12-14,2005-02-23,"Algerian Arabic, Esperanto, English, Afrikaans, Vietnamese, Catalan, Somali, Italian, Czech, Arabic, Portuguese, Brazilian, Macedonian, Basque, Estonian, Azerbaijani, Indonesian, Spanish, Russian, Serbian, Dutch, Portuguese, Chinese, Simplified, Chinese, Traditional, Norwegian Bokmal, Turkish, Tagalog, Ukrainian, Latvian, Croatian, Lithuanian, Thai, Romanian, Filipino, Tamil, Amharic, French, Bulgarian, Malay, Slovenian, French (Canada), Bengali, German, Danish, Persian, Armenian, Hungarian, Japanese, Hebrew, Georgian, Telugu, Malagasy, Uzbek, Kazakh, Albanian, Mongolian, Korean, Swedish, Urdu, Slovak, Polish, Northern Kurdish (Kurmanji), Marathi, Greek, Uyghur, Burmese, Tatar, Swahili, Hindi, Malayalam, Khmer, Bosnian, Gujarati, Finnish, Kurdish (Central), Sinhala",486000
85,My wish: Rebuilding Rwanda,23.7,Bill Clinton,Activist,TED2007,"culture, global issues, technology, business, economics, health care, Africa, TED Prize",959468,https://www.ted.com/talks/bill_clinton_my_wish_rebuilding_rwanda,2007-04-03,2007-03-08,"Greek, English, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Czech, Indonesian, Spanish, Russian, Dutch, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, Tamil, French, Bulgarian, German, Japanese, Hebrew, Albanian, Korean, Ukrainian",28000
23,Fight injustice with raw video,13.866666666666667,Peter Gabriel,"Musician, activist",TED2006,"culture, global issues, music, collaboration, social change, art, storytelling, activism, film",1031593,https://www.ted.com/talks/peter_gabriel_fight_injustice_with_raw_video,2006-12-06,2006-02-23,"Greek, English, Vietnamese, Catalan, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Hungarian, Japanese, Hebrew, Korean, Swedish, Indonesian",30000
67,How juries are fooled by statistics,21.1,Peter Donnelly,Mathematician; statistician,TEDGlobal 2005,"culture, science, technology, genetics, statistics",1371361,https://www.ted.com/talks/peter_donnelly_how_juries_are_fooled_by_statistics,2006-11-08,2005-07-14,"English, Italian, Arabic, Portuguese, Brazilian, Spanish, Russian, Dutch, Chinese, Traditional, Chinese, Simplified, Romanian, Polish, French, Bulgarian, German, Hungarian, Hebrew, Korean, Japanese, Portuguese, Turkish, Basque",41000
57,My wish: Three unusual medical inventions,26.6,Robert Fischell,Biomedical inventor,TED2005,"science, technology, invention, business, disease, health care, TED Prize, medicine",548866,https://www.ted.com/talks/robert_fischell_my_wish_three_unusual_medical_inventions,2006-10-31,2005-02-24,"Russian, French, English, Northern Kurdish (Kurmanji), Portuguese, Chinese, Traditional, Turkish, German, Korean, Italian, Chinese, Simplified, Arabic, Portuguese, Brazilian, Polish, Bulgarian, Romanian, Japanese, Spanish, Hebrew, Vietnamese",16000
42,Is this our final century?,17.2,Martin Rees,Astrophysicist,TEDGlobal 2005,"climate change, science, technology, social change, astronomy, time, universe",3065229,https://www.ted.com/talks/martin_rees_is_this_our_final_century,2007-01-17,2005-07-14,"English, Vietnamese, Italian, Arabic, Portuguese, Brazilian, Azerbaijani, Indonesian, Spanish, Russian, Dutch, Portuguese, Chinese, Traditional, Turkish, Latvian, Chinese, Simplified, Thai, Romanian, Polish, French, Bulgarian, German, Hungarian, Persian, Japanese, Hebrew, Serbian, Korean, Swedish, Slovak",91000
